trail_name,trail_type,distance(miles),high_point(feet),elevation_gain(feet),difficulty,seasons,family_friendly,backpackable,crowded,latitude,longitude
Oregon Dunes Loop Trail,loop,4.0,,124.0,Easy,,,,,43.83303,-124.15141
Oregon Dunes NRA,out-and-back,4.2,,242.0,Easy,,,,,43.92595,-124.11228
Oregon Islands South Trail,out-and-back,3.1,,780.0,Moderate,,,,,45.34134,-123.97466
Oregon Redwoods Trail,loop,1.6,,426.0,Easy,,,,,42.0087,-124.14708
Oregon Sunshine Trail and Pumice Foot Trail Loop,loop,2.9,,104.0,Easy,,,,,44.2445,-121.28212
"Oregon Sunshine, Lost Dream, Big Bark, Lost Dream, Talon Loop",loop,11.2,,416.0,Moderate,,,,,44.24471,-121.28213
Oregon Trail Interpretive Center Loop,out-and-back,2.0,,364.0,Easy,,,,,44.81461,-117.7292
Oregon Trail Long Loop,loop,2.8,,360.0,Moderate,,,,,44.8142,-117.72946
Oregon Trail and Trail Creek,out-and-back,0.5,,52.0,Easy,,,,,44.27258,-117.21931
"Oregon Trail, Rich Gulch, Petard Loop, South Fork View Trail",loop,3.6,,679.0,Moderate,,,,,42.31424,-122.97321
Osprey Point Trail,loop,0.6,,22.0,Easy,,,,,43.78141,-121.83791
Otter Point Trail,out-and-back,0.3,,6.0,Easy,,,,,42.4637,-124.42205
Outback Loop,loop,3.7,,482.0,Moderate,,,,,42.39374,-123.33368
Owyhee River Canyons OHV Trail,loop,67.4,,4750.0,Moderate,,,,,43.31549,-117.10725
Owyhee Uplands Backcountry OHV Byway Trail,out-and-back,103.8,,6059.0,Easy,,,,,42.97401,-117.05338
Oxbow Hot Springs Trail,out-and-back,11.2,,2339.0,Hard,,,,,44.9699,-116.85132
Oxbow Park Loop,loop,7.6,,633.0,Easy,,,,,45.49617,-122.30561
Oxbow Trail,loop,3.1,,62.0,Easy,,,,,45.84609,-119.3151
PCT: Cascade Lakes Hwy to Dee Wright Observatory,out-and-back,27.2,,3795.0,Hard,,,,,44.01667,-121.78224
PCT: Crater Lake to Willamette Trailhead,out-and-back,80.5,,10410.0,Moderate,,,,,42.87187,-122.16929
PCT: Lolo Pass Trailhead to Cascade Locks (Bridge of the Gods),out-and-back,31.7,,4163.0,Hard,,,,,45.42712,-121.79675
PCT: OR Section B - Highway 5 to Highway 140 (Fish Lake),out-and-back,51.8,,7683.0,Hard,,,,,42.06588,-122.60287
PCT: OR Section C - Highway 140 to Highway 138 (Cascade Crest),out-and-back,67.1,,8914.0,Hard,,,,,42.39592,-122.2914
PCT: OR Section D - Highway 138 to Highway 58 (Willamette Pass),out-and-back,58.0,,7591.0,Hard,,,,,43.08906,-122.09176
PCT: OR Section E - Highway 58 to Highway 242 (McKenzie Pass),out-and-back,72.0,,9297.0,Moderate,,,,,43.59721,-122.03366
PCT: OR Section F - Highway 242 to Highway 35 (Barlow Pass),out-and-back,102.1,,13930.0,Moderate,,,,,44.25995,-121.80541
PCT: OR Section G - Highway 35 to Cascade Locks (Bridge of the Gods),out-and-back,52.4,,8877.0,Hard,,,,,45.28238,-121.68491
Pacific Crest Trail and Alternate Loop,loop,31.0,,3976.0,Hard,,,,,42.87199,-122.16928
Pacific Crest Trail and Maiden Peak Trail Loop,loop,14.0,,1833.0,Moderate,,,,,43.59726,-122.03135
Pacific Crest Trail to Paradise Park Loop 757,loop,13.4,,2867.0,Moderate,,,,,45.33072,-121.70961
Pacific Crest Trail to Yocum Ridge Trail,out-and-back,24.1,,8293.0,Hard,,,,,45.38678,-121.83185
"Pacific Crest Trail, Paradise Park Loop 757, and Paradise Park Trail 778",out-and-back,9.0,,2549.0,Hard,,,,,45.33073,-121.70957
Pacific View Trail,out-and-back,1.0,,19.0,Easy,,,,,42.83686,-124.54956
Painted Canyon Loop Trail,loop,9.0,,1200.0,Hard,,,,,43.47748,-117.23575
Painted Cove Trail,loop,0.3,,45.0,Easy,,,,,44.66211,-120.27856
Painted Hills Overlook,out-and-back,0.6,,78.0,Easy,,,,,44.64988,-120.26675
Palmateer Point and Twin Lakes Trail Loop,loop,9.1,,1463.0,Hard,,,,,45.28291,-121.68477
Palomino Loop Trail,loop,2.3,,442.0,Moderate,,,,,45.37674,-122.64415
Pamelia Lake Trail,out-and-back,4.4,,784.0,Moderate,,,,,44.66002,-121.89137
Pamelia Lake and Grizzly Peak,out-and-back,10.1,,2752.0,Hard,,,,,44.65992,-121.89142
Pamelia Lake and Hunts Cove Loop,loop,19.1,,3474.0,Moderate,,,,,44.65962,-121.89135
"Pamelia Lake, Hunt's Creek and Hunt's Cove Trail Loop to Hank's Lake",loop,14.4,,3067.0,Hard,,,,,44.66001,-121.89132
Panoramic/Stamp Mill Trail ,out-and-back,2.4,,232.0,Moderate,,,,,44.81461,-117.72889
Pansy Lake Trail #551,out-and-back,4.0,,1089.0,Hard,,,,,44.90037,-122.11613
"Pansy Lake Trail, Bull of the Woods, Welcome Lakes, Geronimo, Mother Lodge ",loop,13.8,,3963.0,Hard,,,,,44.90005,-122.11651
"Pansy Lake Trail, Mother Lodge Trail, and Big Slide Lake ",out-and-back,8.5,,2673.0,Moderate,,,,,44.90037,-122.11613
"Pansy Lake, Dickey Lake, Bull of the Woods, Mother Lodge, Pansy Lake Loop ",loop,7.1,,1994.0,Moderate,,,,,44.90037,-122.11613
Paradise Park Trail,out-and-back,13.6,,3510.0,Hard,,,,,45.31493,-121.81369
Parish Lake Trail,out-and-back,0.9,,183.0,Easy,,,,,44.53549,-122.07449
Park Loop Trail,loop,2.4,,465.0,Easy,,,,,45.42056,-122.55284
Park Loop Trail via Sunnyside Road Trail,loop,2.8,,557.0,Easy,,,,,45.43142,-122.54414
Park Loop and Summit Trail via Sunnyside Road Trail,loop,3.2,,692.0,Easy,,,,,45.43129,-122.54442
Park Meadow Trail to Golden Lake,out-and-back,13.1,,1404.0,Moderate,,,,,44.11708,-121.62827
Parker Falls,out-and-back,1.6,,314.0,Moderate,,,,,43.63718,-122.61705
Patjens Lakes Loop Trail,loop,7.1,,741.0,Moderate,,,,,44.37757,-121.88064
Patterson Road 600 to Road 610 Loop,loop,6.2,,1043.0,Hard,,,,,44.63671,-123.29606
Patterson Road to Dimple Hill,out-and-back,7.0,,987.0,Moderate,,,,,44.60401,-123.33245
Paulina Creek Falls Trail,out-and-back,5.1,,698.0,Moderate,,,,,43.70755,-121.32687
Paulina Falls Trail,loop,0.5,,108.0,Easy,,,,,43.71099,-121.28312
Paulina Lake Hot Springs via Paulina Lakeshore Trail,out-and-back,2.6,,111.0,Easy,,,,,43.71816,-121.24156
Paulina Lake Loop Trail,loop,7.5,,426.0,Easy,,,,,43.71232,-121.27587
Paulina Lake via Ten Mile Snow Park,out-and-back,7.6,,941.0,Moderate,,,,,43.70721,-121.32674
Paulina Peak Trail,out-and-back,6.1,,1607.0,Hard,,,,,43.71197,-121.27639
Pawn Trail,loop,0.7,,127.0,Easy,,,,,44.12676,-123.91242
Payette Trail 970,out-and-back,13.5,,3999.0,Moderate,,,,,42.04845,-123.10234
Pearsoney Falls Trail,out-and-back,1.2,,196.0,Easy,,,,,42.7479,-122.49198
Peavy Arboretum 500 Road,out-and-back,3.7,,780.0,Moderate,,,,,44.65729,-123.23603
Peavy Peak Perimeter Loop,loop,4.8,,971.0,Moderate,,,,,44.65609,-123.23472
Pechuck Lookout,out-and-back,4.5,,1781.0,Moderate,,,,,44.94155,-122.32407
Pechuck Lookout via High Ridge Trail,out-and-back,15.2,,4488.0,Moderate,,,,,44.96144,-122.40915
Peninsula Day Use Area Trail,loop,0.7,,157.0,Easy,,,,,45.45547,-123.67165
Pepper Mountain Hike,out-and-back,2.6,2149.0,700.0,Easy,Spring to late fall,Yes,No,No,,
"Perimeter, Rackett Ridge, and Rim Trail Loop",loop,9.0,,1322.0,Moderate,,,,,44.88418,-122.62032
Petard Trail and Liz Trail Loop,loop,5.3,,1000.0,Easy,,,,,42.3157,-122.97004
Peter Iredale Trail,loop,0.4,,19.0,Easy,,,,,46.1782,-123.97921
Peter Skene Ogden Trail,out-and-back,22.3,,3103.0,Moderate,,,,,43.71712,-121.37644
Peter Skene Ogden Trail to McKay Crossing,out-and-back,11.1,,1597.0,Hard,,,,,43.71235,-121.27632
Peterson Ridge Overlook,out-and-back,4.4,,324.0,Easy,,,,,44.24793,-121.51821
Peterson Ridge Trail,loop,14.8,,800.0,Moderate,,,,,44.28418,-121.54971
Pheasant Creek Falls and Niagara Falls Trail,out-and-back,1.4,,456.0,Moderate,,,,,45.21403,-123.62768
Phil's BKK Loop Trail,loop,5.3,,354.0,Moderate,,,,,44.04333,-121.38598
Phil's Trail ,loop,11.6,,725.0,Moderate,,,,,44.04341,-121.3861
Phil's Trail Combo Loop,loop,6.1,,442.0,Moderate,,,,,44.04327,-121.38568
Phil's and Kent Trail Short MTB Loop,loop,5.4,,370.0,Easy,,,,,44.0434,-121.38588
Phil's and Kent's Trail Loop,loop,8.4,,587.0,Moderate,,,,,44.04321,-121.38606
"Phil's, KGB and Marvin's Garden Loop",loop,5.6,,347.0,Moderate,,,,,44.04333,-121.38563
"Phil's, Pinedrops and Ben's Trail ",loop,14.7,,1345.0,Moderate,,,,,44.04332,-121.38547
Pictograph Cave Trail,loop,3.4,,147.0,Easy,,,,,43.91737,-121.15456
Pier Park Trail,loop,1.1,,68.0,Easy,,,,,45.5991,-122.75462
Pike Creek Canyon Trail,out-and-back,5.6,,1840.0,Hard,,,,,42.57591,-118.53053
Pilot Butte,out-and-back,1.8,,452.0,Easy,,,,,44.05805,-121.27848
Pilot Butte Extended Loop,loop,3.3,,616.0,Easy,,,,,44.05845,-121.27782
Pilot Rock Trail,out-and-back,2.8,,810.0,Moderate,,,,,42.03657,-122.57082
Pilot Rock and Little Pilot Peak via the PCT,out-and-back,12.1,,2404.0,Hard,,,,,42.05818,-122.60254
Pilot Rock via the PCT,out-and-back,8.8,,2040.0,Hard,,,,,42.05841,-122.60249
Pinard Falls Trail,out-and-back,1.0,,288.0,Moderate,,,,,43.71315,-122.61987
Pine Bench Trail,out-and-back,8.8,,1758.0,Hard,,,,,43.30525,-122.50046
Pine Nursery Park Path Loop,loop,1.6,,32.0,Easy,,,,,44.0913,-121.2664
Pine Ridge Trail,out-and-back,4.1,,357.0,Easy,,,,,44.55574,-121.93307
Pinnacle Ridge Trail,out-and-back,6.3,,2135.0,Hard,,,,,45.44736,-121.68509
Pinnacles Trail,out-and-back,9.6,,173.0,Easy,,,,,45.48446,-120.45815
Pinnacles Valley Trail,out-and-back,0.7,,39.0,Easy,,,,,42.84983,-122.00705
Pintail Marsh Observation Blind,out-and-back,0.3,,0.0,Easy,,,,,44.77558,-123.08534
Pintail Pond via North-South Trail,out-and-back,2.5,,22.0,Easy,,,,,45.51311,-122.99041
Pioneer Bridle Trail,out-and-back,14.9,,2270.0,Moderate,,,,,45.31989,-121.90385
Pioneer Bridle Trail #795,out-and-back,5.3,,1043.0,Moderate,,,,,45.31397,-121.79604
Pioneer Trail,out-and-back,0.6,,157.0,Easy,,,,,44.07449,-123.92026
Pioneer Woman's Grave Loop Trail,loop,3.0,,462.0,Easy,,,,,45.28266,-121.68494
Pistol Butte Trail,out-and-back,3.5,,853.0,Moderate,,,,,43.81794,-121.5694
Pistol River Dunes Horse Trail,out-and-back,1.0,,62.0,Moderate,,,,,42.26912,-124.40221
Pistol River Dunes Trail to Lola Lake Trail,out-and-back,4.3,,396.0,Moderate,,,,,42.26889,-124.40184
Pittock Mansion via Upper Macleay and Wildwood Trail ,loop,2.7,,518.0,Easy,,,,,45.52688,-122.72664
Pittock Mansion via Wildwood Trail,out-and-back,2.7,,390.0,Moderate,,,,,45.51848,-122.71569
Plaikni Falls Trail,out-and-back,2.0,,134.0,Easy,,,,,42.90165,-122.06111
Plaza Lake Trail,out-and-back,1.4,,544.0,Moderate,,,,,45.22699,-121.9976
Plunkett Creek Loop Trail,loop,2.7,,666.0,Easy,,,,,44.65193,-123.42508
Plunkett Creek Trail,out-and-back,2.0,,413.0,Moderate,,,,,44.65265,-123.42663
Polallie Ridge Trail Short Loop,loop,1.8,,177.0,Easy,,,,,45.42526,-121.59076
Polallie Ridge Trail to Tilly Jane Ski Trail Loop,loop,8.2,,2240.0,Moderate,,,,,45.42523,-121.58793
Polaris Pass Loop via East Fork Trail,loop,21.5,,4770.0,Hard,,,,,45.26707,-117.21292
Pole Creek and Callahan Place OHV Trail ,loop,41.0,,1272.0,Moderate,,,,,42.28932,-117.57411
Ponytail Falls Hike,out-and-back,0.8,350.0,320.0,Easy,Year-round except during winter storms,Yes,No,Yes,,
Pool of the Winds Hike,out-and-back,2.2,1035.0,700.0,Easy,Year round,Yes,No,Yes,,
Port Orford Heads Trail,loop,1.2,,190.0,Easy,,,,,42.73925,-124.51083
Port Orford Lifeboat Station Hidden Stairs Hike,out-and-back,0.2,,85.0,Moderate,,,,,42.73919,-124.50959
Port Orford Park Nature Trail,loop,0.3,,3.0,Easy,,,,,42.74969,-124.50194
Portland River Loop Trail,loop,11.0,,360.0,Easy,,,,,45.51032,-122.67378
Post Canyon Hot Lap,loop,9.8,,1453.0,Moderate,,,,,45.69464,-121.60048
Post Canyon Seven Streams Trail,out-and-back,7.4,,1299.0,Easy,,,,,45.69653,-121.57608
Post Canyon via Binns Hill Staging Area,out-and-back,7.5,,456.0,Moderate,,,,,45.65397,-121.63954
Potato Hill,loop,5.9,,1774.0,Moderate,,,,,44.42878,-121.92284
Potato Hill Loop,loop,5.9,,1079.0,Moderate,,,,,44.42883,-121.9223
Powell Butte Loop Trail,loop,6.2,,951.0,Moderate,,,,,45.49042,-122.49721
Powell Butte via Meadowland Lane,loop,3.5,,469.0,Easy,,,,,45.4924,-122.51126
Powell Butte via Mountain View and Wild Horse Trails Loop,loop,1.4,,170.0,Easy,,,,,45.49102,-122.49715
Powell Park Loop,loop,0.5,,16.0,Easy,,,,,45.49701,-122.64127
Pre's Trail,loop,4.2,,62.0,Easy,,,,,44.05626,-123.08005
Pre's Trail East Entrance Canoe Canal Trail,out-and-back,2.1,,39.0,Easy,,,,,44.04781,-123.04388
Proposal Rock,loop,4.7,,39.0,Easy,,,,,45.10315,-123.98224
Proxy Falls Loop Trail,loop,1.6,,147.0,Easy,,,,,44.16788,-121.92717
Puck Lake Trail,out-and-back,4.5,,741.0,Moderate,,,,,42.61394,-122.1469
"Pumice Foot, Lost Dream, and Talon Trail",loop,5.9,,229.0,Easy,,,,,44.24472,-121.28213
Punchbowl Falls Park Hike,out-and-back,2.1,910.0,210.0,Easy,All year,Yes,No,On summer weekends,,
Pup Creek Falls via Clackamas River Trail,out-and-back,7.3,,1807.0,Hard,,,,,45.15748,-122.151
Pup Creek Falls via Indian Henry Trailhead,out-and-back,8.7,,1627.0,Moderate,,,,,45.10919,-122.0761
Quarry Trail to Old Catholic Wagon Trail,loop,1.7,,164.0,Easy,,,,,42.31735,-122.97225
Rail Trail to Observation Blind,out-and-back,1.2,,6.0,Easy,,,,,44.77198,-123.0778
Rainbow Falls,out-and-back,3.0,,547.0,Moderate,,,,,44.13824,-122.02807
Rainie Falls Trail,out-and-back,3.6,,1138.0,Moderate,,,,,42.64835,-123.58538
Rainy Lake Loop Hike,loop,3.2,4736.0,755.0,Easy,Summer through fall,Yes,No,No,,
Rainy Lake and Green Point Mountain Trail,out-and-back,11.9,,1643.0,Moderate,,,,,45.57736,-121.79282
Ramona Falls Trail,loop,8.2,,1095.0,Moderate,,,,,45.38694,-121.83188
Rattlesnake Mountain Trail,out-and-back,4.8,,1069.0,Moderate,,,,,43.13391,-122.4043
Ray Atkeson Memorial Trail,loop,2.3,,101.0,Easy,,,,,44.01313,-121.73648
Ray Benson Sno Park Loop,loop,5.8,,334.0,Easy,,,,,44.40518,-121.86241
Rebel Rock Trail,loop,10.1,,3543.0,Hard,,,,,44.01318,-122.17326
Red Apple Trail,loop,2.3,,255.0,Easy,,,,,45.38442,-118.09494
Red Apple and Rock Garden Trails,loop,3.3,,459.0,Moderate,,,,,45.3845,-118.09453
Red Blanket Trail to Red Blanket Falls,out-and-back,5.2,,1190.0,Moderate,,,,,42.80123,-122.26994
Red Lake Trail,out-and-back,8.2,,1801.0,Moderate,,,,,44.82124,-121.87307
Red Star Knoll Trail,out-and-back,0.5,,36.0,Easy,,,,,44.63543,-120.2926
Redwood Nature Trail,loop,1.1,,321.0,Easy,,,,,42.11869,-124.1958
Reeder Road Loop - Sauvie Island,loop,29.2,,157.0,Moderate,,,,,45.6312,-122.81682
Reinhart Volunteer Park Loop,loop,3.0,,49.0,Easy,,,,,42.43094,-123.35157
Reinstria's Trail,out-and-back,2.2,,429.0,Moderate,,,,,45.06676,-122.48979
Restless Waters Trail,loop,0.4,,68.0,Easy,,,,,44.28372,-124.11004
Restoration Forest Path,out-and-back,2.4,,22.0,Easy,,,,,44.55106,-123.25256
Rexius Trail,loop,3.5,,82.0,Easy,,,,,43.997,-123.07653
Reynolds Pond Trail,loop,0.7,,13.0,Easy,,,,,44.05924,-121.01602
Rhododendron Ridge Trail,out-and-back,12.5,,2263.0,Hard,,,,,44.83885,-121.9482
Ribbon Trail to Floral Hill,out-and-back,1.6,,232.0,Moderate,,,,,44.02361,-123.06043
Ribbon Trail to Old Road Trail,out-and-back,3.1,,469.0,Moderate,,,,,44.02332,-123.06007
Rich Guadagno Memorial National Recreation Trail,out-and-back,0.8,,144.0,Easy,,,,,44.96217,-123.25748
Ridge Trail and Hardesty Trail Loop,loop,3.4,,902.0,Moderate,,,,,45.58093,-122.76617
Ridge Trail to Wildwood Loop,loop,4.4,,1040.0,Moderate,,,,,45.58447,-122.77063
"Ridge, Firelane 7, Wildwood, Waterline Trail Loop",loop,5.4,,938.0,Moderate,,,,,45.58243,-122.76809
"Ridge, Wildwood and Northwest Oil Line Loop",loop,3.1,,331.0,Easy,,,,,45.57456,-122.78905
Ridgeline Trail,out-and-back,12.0,,2719.0,Moderate,,,,,44.00928,-123.11249
Ridgeline Trail: Fox Hollow to Mt. Baldy Loop,loop,3.5,,715.0,Easy,,,,,43.98756,-123.07843
Riley Ranch Trails,loop,4.5,,295.0,Moderate,,,,,44.0991,-121.32533
Riley Ranch to Tumalo State Park,out-and-back,7.0,,416.0,Moderate,,,,,44.0989,-121.32574
Rim Rock Trail,out-and-back,1.0,,22.0,Easy,,,,,44.3641,-121.1395
Rimrock Springs Natural Area,out-and-back,1.9,,196.0,Easy,,,,,44.49666,-121.05616
River Loop,out-and-back,2.3,,49.0,Easy,,,,,45.38337,-122.7408
River View Natural Area Trail,out-and-back,0.8,,255.0,Easy,,,,,45.45268,-122.66769
River to Rock Loop Hike,loop,3.1,285.0,270.0,Easy,All year,Yes,No,No,,
Riverbend and Cedar Knob Loop,loop,3.2,,229.0,Moderate,,,,,45.30642,-122.36647
Riverfront Trail to Corvallis-Philomath Multi-Use Path,out-and-back,5.8,,154.0,Easy,,,,,44.56783,-123.25675
Rivergate Trail,out-and-back,3.0,,45.0,Easy,,,,,45.64028,-122.76265
Rivermill Loop,loop,4.7,,354.0,Easy,,,,,45.28946,-122.36317
Riverside Loop Trail,loop,0.8,,118.0,Easy,,,,,45.38112,-122.62803
Riverside Trail #723,out-and-back,7.0,,600.0,Easy,,,,,45.07532,-122.04646
Riverside Trail to Rainbow Campground,out-and-back,7.7,,675.0,Easy,,,,,45.04375,-122.06235
Road 19 Trail,out-and-back,2.1,,108.0,Easy,,,,,45.34548,-121.93006
Road 500 and Section 36 Loop Trail,loop,3.3,,705.0,Moderate,,,,,44.65711,-123.23507
Robinwood Community Park,loop,0.6,,32.0,Easy,,,,,45.39267,-122.64523
Rock Creek Butte ,out-and-back,10.5,,3464.0,Hard,,,,,44.77848,-118.08962
Rock Creek Campground Trail,out-and-back,1.3,,62.0,Easy,,,,,44.18558,-124.11065
Rock Creek Lake Trail,out-and-back,6.7,,2273.0,Hard,,,,,44.85293,-118.13201
Rock Creek Sawmill Trail,loop,1.5,,49.0,Easy,,,,,43.38042,-122.94878
Rock Creek Trail: Orchard Park to Orenco Woods,out-and-back,3.1,,183.0,Easy,,,,,45.53649,-122.89221
"Rock Lakes, Serene Lake, Frazier Turnaround Trail",loop,7.5,,1761.0,Moderate,,,,,45.14875,-121.96858
Rock of Ages and Horsetail Creek Loop Trail [CLOSED],loop,8.9,,3572.0,Hard,,,,,45.59011,-122.06853
Rockridge Park Loop,loop,1.2,,39.0,Easy,,,,,44.10078,-121.28484
Rockway Beach Trail,out-and-back,0.4,,62.0,Easy,,,,,42.06745,-124.31105
Rocky Butte Trail,out-and-back,2.8,,515.0,Moderate,,,,,45.55343,-122.57002
Rocky Point Mountain Bike Trail [CLOSED / PRIVATE PROPERTY],out-and-back,5.1,,928.0,Hard,,,,,45.69613,-122.88368
Rocky Top Trail,out-and-back,1.3,,649.0,Moderate,,,,,44.78745,-122.28264
Rodley Butte Trail,out-and-back,4.9,,1148.0,Hard,,,,,43.18578,-122.16743
Rogers Road OHV Trail,out-and-back,4.7,,1374.0,Moderate,,,,,45.5466,-123.6033
Rogger Meadow via Forest Road 3915,out-and-back,10.5,,895.0,Moderate,,,,,42.21263,-120.25441
Rogue Center Jetty,out-and-back,1.1,,13.0,Easy,,,,,42.42551,-124.40908
Rogue Gorge Trail,loop,0.3,,19.0,Easy,,,,,42.91024,-122.44306
Rogue River Greenway Trail,out-and-back,7.1,,82.0,Easy,,,,,42.41342,-123.12789
Rogue River Natural Bridge ,out-and-back,1.6,,150.0,Easy,,,,,42.88835,-122.46467
Rogue River South Jetty Trail,out-and-back,1.8,,9.0,Moderate,,,,,42.42033,-124.42801
Rogue River Trail,out-and-back,40.2,,4875.0,Hard,,,,,42.65105,-123.58671
Rogue River Trail: Lost Creek Lake,out-and-back,10.6,,1115.0,Moderate,,,,,42.68229,-122.61545
Rogue River Wetland Walk,loop,0.8,,29.0,Easy,,,,,42.4282,-124.40407
Rogue River Wild and Scenic Rafting Trip,out-and-back,34.4,,170.0,Moderate,,,,,42.65036,-123.58626
Rogue Wolf Loop,loop,26.3,,4232.0,Hard,,,,,42.7248,-122.30226
Rogue-Coquille Scenic Byway,out-and-back,82.7,,7598.0,Moderate,,,,,42.4107,-124.4205
Rood Bridge Park,loop,1.0,,39.0,Easy,,,,,45.49363,-122.95206
Rooster Rock Loop Hike,loop,2.7,210.0,240.0,Easy,Year round,Yes,No,No,,
Rooster Rock Trail,loop,8.4,,2467.0,Hard,,,,,44.40416,-122.2975
Rooster Rock Wagon Road Hike,out-and-back,4.8,845.0,910.0,Easy,All year,Yes,No,No,,
Rope de Dope Trail,out-and-back,1.3,,328.0,Easy,,,,,44.36593,-121.13742
Rosa Park Trail Loop,loop,1.0,,32.0,Easy,,,,,45.47444,-122.87585
Rosary Lakes Trail to Diamond Peak View,out-and-back,11.8,,1650.0,Hard,,,,,43.5999,-122.03784
Rosemont Trail,out-and-back,4.7,,472.0,Easy,,,,,45.3965,-122.68743
Rough Fork,out-and-back,6.0,,1824.0,Moderate,,,,,45.87571,-117.98595
Rough Rider Falls Trail,out-and-back,6.4,,734.0,Moderate,,,,,43.06532,-122.32431
Rough and Ready Botanical Wayside,out-and-back,0.6,,13.0,Easy,,,,,42.09531,-123.68311
Round Mountain Through Hike,out-and-back,9.3,,2063.0,Hard,,,,,44.42819,-120.33772
Round Mountain and Lookout Mountain Loop Trail,loop,29.2,,5498.0,Hard,,,,,44.39701,-120.42565
Round Mountain from North Trailhead,out-and-back,7.5,,1906.0,Hard,,,,,44.42848,-120.33752
Round Mountain from South Trailhead,out-and-back,9.3,,2139.0,Moderate,,,,,44.34917,-120.3482
Row River Trail,out-and-back,16.4,,613.0,Easy,,,,,43.79731,-123.05784
Row River Trail at Dorena Lake,out-and-back,4.0,,118.0,Easy,,,,,43.78262,-122.9235
Rowena Plateau Hike,loop,2.2,710.0,240.0,Easy,Year round,Yes,No,Yes,,
Rowena Plateau Trail,loop,2.0,,278.0,Easy,,,,,45.68289,-121.30207
Roxy Ann Peak Trail,loop,4.0,,1007.0,Moderate,,,,,42.34559,-122.78612
Ruckel Creek Falls Trails [CLOSED],out-and-back,1.2,,111.0,Easy,,,,,45.64169,-121.92822
Ruckel Ridge Loop Hike,loop,9.0,3700.0,3700.0,Difficult,May-October,Yes,No,No,,
Ruckle Ridge and Ruckle Creek Loop Trail [CLOSED],loop,7.9,,3809.0,Moderate,,,,,45.64095,-121.92677
Ruckman Memorial Trail,loop,0.6,,45.0,Easy,,,,,42.4103,-123.39463
Rujada Campground: Swordfern Loop Trail,loop,1.8,,387.0,Moderate,,,,,43.7073,-122.74267
Russel Mountain via Sugarloaf East Trail  ,out-and-back,3.8,,974.0,Easy,,,,,45.07531,-117.057
Russell Lake via Whitewater Trail and Pacific Crest Trail,out-and-back,11.6,,2109.0,Hard,,,,,44.70685,-121.87495
Ruth Bascom Willamette Riverbank Path,loop,7.6,,127.0,Easy,,,,,44.06815,-123.11099
Rye Spur Trail,out-and-back,12.7,,2240.0,Hard,,,,,42.45459,-122.24384
Sacajawea Peak Trail,out-and-back,13.4,,5436.0,Hard,,,,,45.31118,-117.30713
Sacandaga Campground Area Trails,out-and-back,3.3,,357.0,Easy,,,,,43.49504,-122.33033
Saddle Mountain Trail,out-and-back,4.5,,1791.0,Hard,,,,,45.96287,-123.68999
Sahalie Falls Trail,out-and-back,1.2,,203.0,Easy,,,,,45.32228,-121.63374
"Sahalie Falls, Koosah, and Tamolich Falls via McKenzie River Trail",out-and-back,9.5,,849.0,Easy,,,,,44.34836,-121.99631
Saint Perpetua Trail,out-and-back,1.7,,715.0,Moderate,,,,,44.28165,-124.105
Saint Perpetua and Giant Spruce Trail,out-and-back,5.0,,1079.0,Moderate,,,,,44.28058,-124.10781
Salal Hill Trail,out-and-back,0.7,,131.0,Easy,,,,,44.67623,-124.07714
Salem Heritage Trees Walk,out-and-back,1.5,,19.0,Easy,,,,,44.94376,-123.02777
Salish Pond City Trail,loop,1.7,,26.0,Easy,,,,,45.52945,-122.45161
Salishan Spit Trail,out-and-back,5.8,,82.0,Moderate,,,,,44.89008,-124.02518
Salmon Butte Trail,out-and-back,12.2,,3490.0,Hard,,,,,45.27141,-121.94113
Salmon Creek Trail,out-and-back,10.6,,2103.0,Moderate,,,,,43.7765,-122.14618
Salmon Creek Trail South,out-and-back,4.4,,567.0,Easy,,,,,43.74532,-122.44152
Salmon Creek and Dead Mountain Loop,loop,19.1,,3782.0,Hard,,,,,43.7391,-122.45909
Salmon River Trail,loop,25.7,,4261.0,Hard,,,,,45.2779,-121.93967
Salmon River Trail: Short Option,out-and-back,7.6,,1676.0,Moderate,,,,,45.27818,-121.93949
Salmon Trail via Kinzel,loop,14.7,,3979.0,Hard,,,,,45.27796,-121.93976
